541.09,502.67267,562.9826,478.4278
541.09,502.67267,563.87634,473.21887
541.09,502.67267,564.77155,468.0014
541.09,502.67267,565.6682,462.77533
541.09,502.67267,566.56647,457.5407
541.09,502.67267,563.87634,473.21887
541.09,502.67267,564.77155,468.0014
541.09,502.67267,565.6682,462.77533
544.6278,503.01166,566.56647,457.5407
548.141,503.34833,567.46606,452.29755
551.6299,503.68274,568.3672,447.0456
555.09467,504.01477,569.2698,441.7851
569.9749,505.84888,570.1739,436.5158
561.9531,504.672,571.0795,431.23785
565.34735,504.9973,571.9866,425.95123
568.7183,505.32037,572.8952,420.65576
559.42224,499.1781,575.3997,426.5545
560.31006,494.00323,578.7892,427.15356
561.1995,488.81995,582.15533,427.74854
562.0903,483.6281,585.4984,428.33948
562.9826,478.4278,588.8186,428.92633
563.87634,473.21887,592.1162,429.50922
564.77155,468.0014,595.3914,430.08813
565.6682,462.77533,592.1162,429.50922
566.56647,457.5407,595.3914,430.08813
563.87634,473.21887,598.64435,430.66315
564.77155,468.0014,601.8755,431.23425
565.6682,462.77533,605.08484,431.8015
566.56647,457.5407,608.2727,432.365
567.46606,452.29755,611.4393,432.92468
568.3672,447.0456,614.5847,433.48065
569.2698,441.7851,608.2727,432.365
570.1739,436.5158,611.4393,432.92468
571.0795,431.23785,614.5847,433.48065
571.6487,412.81512,617.7094,434.03296
572.8952,420.65576,620.81335,434.58167
573.0556,414.15186,623.89685,435.1267
575.4761,415.32062,626.96014,435.66815
577.90857,416.59668,630.00336,436.206
580.3624,417.9724,633.0267,436.74042
588.8186,428.92633,621.7152,429.5558
592.1162,429.50922,622.6186,424.52203
595.3914,430.08813,623.5234,419.48035
592.1162,429.50922,624.4295,414.43066
595.3914,430.08813,625.33716,409.37305
598.64435,430.66315,626.24615,404.30743
601.8755,431.23425,627.15674,399.2339
605.08484,431.8015,628.06866,394.15228
608.2727,432.365,628.982,389.06256
611.4393,432.92468,629.8968,383.96478
614.5847,433.48065,626.24615,404.30743
608.2727,432.365,627.1567,399.2339
611.4393,432.92468,628.06866,394.15228
614.5847,433.48065,628.982,389.06256
